date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:42:28	0/0	---MC-	302	error ('Found')	text/html	date:Wed,%2011%20May%202022%2013:42:28%20GMT	https://boutique.gocityrp.fr/checkout/logout	C:/Mes%20Sites%20Web/GoCityWeb/boutique.gocityrp.fr/checkout/logout	(from https://boutique.gocityrp.fr/?currency=GBP)
15:42:28	0/0	---MC-	302	error ('Found')	text/html	date:Wed,%2011%20May%202022%2013:42:28%20GMT	https://boutique.gocityrp.fr/checkout/logout	C:/Mes%20Sites%20Web/GoCityWeb/boutique.gocityrp.fr/checkout/logout	(from https://boutique.gocityrp.fr/?currency=SEK)
15:42:29	0/0	---MC-	302	error ('Found')	text/html	date:Wed,%2011%20May%202022%2013:42:28%20GMT	https://boutique.gocityrp.fr/checkout/logout	C:/Mes%20Sites%20Web/GoCityWeb/boutique.gocityrp.fr/checkout/logout	(from https://boutique.gocityrp.fr/?currency=SEK)
15:42:29	0/0	---MC-	302	error ('Found')	text/html	date:Wed,%2011%20May%202022%2013:42:29%20GMT	https://boutique.gocityrp.fr/checkout/logout	C:/Mes%20Sites%20Web/GoCityWeb/boutique.gocityrp.fr/checkout/logout	(from https://boutique.gocityrp.fr/?currency=USD)
15:42:30	0/0	---MC-	302	error ('Found')	text/html	date:Wed,%2011%20May%202022%2013:42:29%20GMT	https://boutique.gocityrp.fr/checkout/logout	C:/Mes%20Sites%20Web/GoCityWeb/boutique.gocityrp.fr/checkout/logout	(from https://boutique.gocityrp.fr/?currency=USD)
15:42:30	79905/79905	---MCZ	200	added ('OK')	text/html	date:Wed,%2011%20May%202022%2013:42:30%20GMT	https://boutique.gocityrp.fr/checkout/basket?currency=AUD	C:/Mes%20Sites%20Web/GoCityWeb/boutique.gocityrp.fr/checkout/basket741e.html	(from https://boutique.gocityrp.fr/checkout/basket)
15:42:30	90449/90449	---MCZ	200	added ('OK')	text/html	date:Wed,%2011%20May%202022%2013:42:30%20GMT	https://boutique.gocityrp.fr/checkout/basket?currency=BRL	C:/Mes%20Sites%20Web/GoCityWeb/boutique.gocityrp.fr/checkout/basket3a16.html	(from https://boutique.gocityrp.fr/checkout/basket)
15:42:30	79905/79905	---MCZ	200	added ('OK')	text/html	date:Wed,%2011%20May%202022%2013:42:30%20GMT	https://boutique.gocityrp.fr/checkout/basket?currency=CAD	C:/Mes%20Sites%20Web/GoCityWeb/boutique.gocityrp.fr/checkout/basket06e8.html	(from https://boutique.gocityrp.fr/checkout/basket)
15:42:31	90448/90448	---MCZ	200	added ('OK')	text/html	date:Wed,%2011%20May%202022%2013:42:31%20GMT	https://boutique.gocityrp.fr/checkout/basket?currency=DKK	C:/Mes%20Sites%20Web/GoCityWeb/boutique.gocityrp.fr/checkout/basket8e83.html	(from https://boutique.gocityrp.fr/checkout/basket)
15:42:31	79905/79905	---MCZ	200	added ('OK')	text/html	date:Wed,%2011%20May%202022%2013:42:31%20GMT	https://boutique.gocityrp.fr/checkout/basket?currency=EUR	C:/Mes%20Sites%20Web/GoCityWeb/boutique.gocityrp.fr/checkout/basketde9d.html	(from https://boutique.gocityrp.fr/checkout/basket)
